localizacion,titulo,descripcion_corta,precio,detalles
Mejicanos, APARTAMENTOS MAYA,"ULTIMOS APARTAMENTOS CON JARDIN INTERIOR.
Ubicado A 2 cuadras de Torre Futura
Precios desde$283,000.00
Cuotas desde $1,800
Ingresos familiares min: $4,501.82","
$283,000 ","
,
106 m,
,
3,
,
2,
,
2"
La Paz," EN VENTA CASA NUEVA ""FULL AMUEBLADA"" DE 1 PLANTA EN LA COSTA DEL SOL, LA PAZ","ID: DR526
¡Oportunidad única de obtener la casa de tus sueños nueva y moderna ubicada en una de las playas mas exclusivas de El Salvador!
Esta propiedad está ubicada en San Luis La ...","
$365,000 ","
,
205 m,
,
3,
,
6,
,
3"
Santa Ana," Vendo bonita casa en ""IVU, LOS 44"", SANTA ANA","Bonita casa en venta en Colonia ""EL IVU, LOS 44"", zona de negocios, casa muy bonita con mantenimiento adecuado, de dos niveles.
VENTAJAS:
* Rodeada de múltiples negocios
* ...","
$125,000 ","
,
140 m,
,
4,
,
1,
,
3"
Antiguo Cuscatlán," Venta de espectacular casa en Portones de Masre Selva, Antiguo Cuscatlán","LINDA CASA EN VENTA
PORTONES DE MADRESELVA, Antiguo Cuscatlán
Casa en excelentes condiciones.
Techos altos
Puertas de cedro
Pared llorona y cascada.
Área terreno : 5250 v2 ...","
$2,200,000 ","
,
1200 m,
,
8,
,
Más,
,
8"
Sonsonate, Hermosa casa en Complejo Privado Las Veraneras Resort Sonsonate,"
"" ""
*Se Vende Amueblado*
Medidas: 8,500V²
Características:
Amplia Piscina
3 habitaciones
3 baños
Habitación de servicio
Salas
Amplios ...","
$400,000 ","
,
6710 m,
,
3,
,
10,
,
3"
Antiguo Cuscatlán, Casa en Cumbres de Cuscatlán,"Casa amplia.
Terreno de 968.14 v2. Construcción 441.2 m2.
Dos plantas. Con vista a la ciudad.
Propicia para ser actualizada y remodelada.
Ambientes de primera planta
2 Salas
1 ...","
$590,000 ","
,
441 m,
,
4,
,
6,
,
5"
Quezaltepeque, VENDO CASA 1 NIVEL RESIDENCIAL PRIVADO JARDINES DEL VALLE 1.5Kms.de Quezaltepec a Opico,"OFREZCO CASA EN VENTA
1. PRECIO $78Mil NEG. 1NIVEL
Caracteristicas.
1. Sala, comedor y Cocina
2. Dormitorios 03
3. Cochera 01 techada encielada con porton
4. Tanque de agua ...","
$78,000 ","
,
44 m,
,
3,
,
1,
,
2"
El Salvador, Casa en San Benito,"Exclusiva casa en Residencial Mansión de las Magnolias colonia San Benito, San Salvador, ubicada dentro de la zona con más plusvalía y desarrollo del país.
La casa cuenta con una ...","
$650,000 ","
,
330 m,
,
3,
,
2,
,
4"
Apopa, VENDO LINDO APARTAMENTO EN CONDOMINO APOPA,"*¡En Venta!* En Condominio Residencial privado, Apartamento a solo 5 minutos de Plaza Mundo y Plaza Pericentro Apopa, úbicación estrategica, Seguridad 24/7, cercano a centro ...","
$75,000 ","
,
60 m,
,
2,
,
1,
,
1"
San Salvador," EN VENTA PROPIEDAD DE ESQUINA DE 4,326.39 V2 EN PARTE MEDIA COLONIA ESCALÓN","Presentamos una propiedad excepcional “De Esquina” ubicada en la parte media de la Colonia Escalón en una calle de alto tráfico y alta plusvalía.
La propiedad es ideal para: ...","
$3,300,000 ","
,
3023 m,
,
1,
,
1"
Santa Ana," VENDO LINDA CASA EN RES. SINAÍ, SANTA ANA","*En venta Casa Nueva en Residencial Sinaí, Privada y exclusiva con excelente ubicación, en la ciudad de Santa Ana*. *A 10 min de La Catedral, Teatro Nacional, accesible a Centros ...","
$195,000 ","
,
155 m,
,
3,
,
2,
,
2"
Antiguo Cuscatlán, VENDO O ALQUILO CASA PARA OFICINA EN JARDINES DE CUSCATLAN /ANTIGUO CUSCATLÁN/ LA LIBERTAD,VENDO O ALQUILO CASA PARA OFICINA /ANTIGUO CUSCATLÁN/ LA LIBERTAD......................... Ubicada en Zona de la Gran Vía.................... Descripción:............ **Casa de ...,"
$248,000 ","
,
188 m,
,
3,
,
2,
,
3"
San Salvador, VENTA CASA COL ESCALÓN PARTE MEDIA IDEAL OFICINAS,"Colonia Escalón parte media
Área 2,019.23v2
Precio $1,500,000.00
Mayor información: (503)¬7899¬4278.","
$1,500,000 ","
,
1687 m,
,
1,
,
Más,
,
1"
San Salvador, APARTAMENTO IDEAL PARA AIRBNB EN VENTA EN VISTA TOWER COLONIA ESCALÓN,"Se vende para inversión apartamento full amueblado en Vista Tower colonia Escalón
Prolongación Avenida Masferrer Norte
Ideal para inversionista.
Contrato de arrendamiento vigente ...","
$275,000 ","
,
108 m,
,
3,
,
2,
,
3"
San Salvador," Casa en venta en Colonia San Juan Planes de Renderos, San Salvador #2188","Precio de venta: $400,000.00
Planes de Renderos, San Salvador
ID #2188
¡Descubre tu nuevo hogar en la privilegiada Colonia San Juan, ubicada en la calle principal del Km 4 de la ...","
$400,000 ","
,
457 m,
,
4,
,
4,
,
4"
Santa Tecla," Casa en venta en Residencial El Carmen, Santa Tecla #2186","Precio de venta: $545,000.00
El Carmen, Santa Tecla
ID #2186
Casa en Venta en Residencial El Carmen. Cuenta con 4 habitaciones, 3 baños completos,1 estudio con baño,sala, cocina y 4 ...","
$545,000 ","
,
379 m,
,
4,
,
4,
,
3"
Mejicanos, ALTURAS 900,"TU MEJOR OPCION PARA VIVIR EN SANTA TECLA
El Condominio consta de 11 niveles así:
8 niveles de apartamentos y 2 niveles de estacionamientos
Son 72 apartamentos
ubicados un una de las ...","
$218,295 ","
,
78 m,
,
2,
,
2,
,
2"
San Salvador, Venta de casa en Ciudad Jardín San Miguel,"Se vende Casa en Ciudad Jardín, Departamento de San Miguel.
Construcción Moderna
De dos niveles
De un área total de 621m2
30 metros de frente.
5 habitaciones, c/ una con su ...","
$650,000 ","
,
621 m,
,
6,
,
5,
,
7"
San Salvador," EN VENTA RESIDENCIA UBICADA EN PARTE ALTA DEL ESCALÓN, SAN SALVADOR","Residencia con un diseño contemporáneo con excelentes detalles de madera. Cuenta con una ubicación privilegiada en una zona residencial.
Descripción:
-Área de Terreno: 472.16 v2 | ...","
$450,000 ","
,
375 m,
,
3,
,
3,
,
3"
Ahuachapán, VENTA CASA NUEVA EN AHUACHAPAN,"Ubicada en Ahuachapán
La casa posee:
3 Habitaciones
Walking closet
Área de aseo
3 Baños y medio
1 Sala
Cocina
Patio posterior
Parqueo para 2 vehículos
Área de ...","
$150,000 ","
,
182 m,
,
3,
,
2,
,
3"
Sonsonate, VENDO PRECIOSA CABAÑA EN LOS NARANJOS,"VENDO PRECIOSA CABAÑA EN LOS NARANJOS
20 METROS DE FRENTE
25 METROS DE FONDO
-4 HABITACIONES
-1 BAÑOS
-SALA Y COMEDOR
-COCINA INDEPENDIENTE
-TERRAZA
-TANQUE DE AGUA
-IDEAL ...","
$125,000 ","
,
500 m,
,
4,
,
3,
,
1"
San Salvador, MODERNA CASA DE 1 NIVEL EN VENTA O ALQUILER COLONIA ESCALÓN,"En venta/alquiler CASA DE 1 NIVEL en Colonia Escalón dentro de residencial privado
SOLO 8 AÑOS DE CONSTRUIDA
594.68 Vrs2
282.62 Mts2
Residencial privado pequeño
Cochera techada ...","
$450,000 ","
,
283 m,
,
3,
,
2,
,
4"
Antiguo Cuscatlán," Apartamento en venta en Puerta del Alma, Distrito El Espino, Antiguo Cuscatlán #2162","Precio de venta: $395,000.00
Distrito El Espino, Antiguo Cuscatlán
ID #2162
Apartamento en venta en Puerta del Alma.Cuenta con 2 habitaciones, 2 baños,sala, cocina y 2 parqueos para ...","
$395,000 ","
,
106 m,
,
2,
,
2,
,
2"
Sonsonate, VENTA CASA GRANDE ESTILO SEVILLA CENTRO DE SONSONATE,(COD-61C)- El inmueble de 3 pisos que encapsula los mejores rasgos de la arquitectura clásica sevillana. Con una arquitectura que da interconectividad abierta que da vida al espacio. ...,"
$400,000 ","
,
800 m,
,
9,
,
10,
,
7"
Sonsonate," Casa nueva Residencial Linda Vista, Sonsonate","La oportunidad de comprar tu casa nueva ha llegado!
Lindas casas 100% construidas y listas para habitar.
Ubicacion: Residencial Linda Vista, contiguo a la Unidad de Salud de San ...","
$46,150 ","
,
41 m,
,
2,
,
1"
San Salvador, Casa Espectacular en Residencial Andalucía Escalón,"La casa está ubicada en parte alta de la Col. Escalon, El Carmen en Residencial Andalucia en un terreno de 2100 v2. Cuenta con vista panorámica a San Salvador.
La construcción es de ...","
$1,500,000 ","
,
525 m,
,
5,
,
5,
,
4"
San Salvador, PENTHOUSE COL ESCALÓN VENTA,"Col. Escalón, parte alta
Área 483 m2
3 estacionamientos y bodega
3 dormitorios con vistas a San Salvador
Sala familiar
Sala
Comedor
5 baños
Terrazas (3) con vistas
Estudio en ...","
$925,000 ","
,
483 m,
,
3,
,
3,
,
5"
San Salvador," En venta casa en Colonia Escalón parte alta, clima fresco. De 2plantas.","En venta casa en Colonia Escalón parte alta, clima fresco.
De 2plantas.
Jardin y terraza amplia
4 habitaciones en segunda planta
1 estudio completo en primera planta
Área de ...","
$525,000 ","
,
466 m,
,
4,
,
2,
,
3"
San Salvador, VENDO PRECIOSA CASA EN LOS PORTALES/SAN BENITO,VENDO o ALQUILO PRECIOSA CASA EN LOS PORTALES/SAN BENITO............................... DESCRIPCIÓN: **573.29 m2 **1748.58 V2 **4 habitaciones **4 baños Parqueo para 4 carros ...,"
$1,850,000 ","
,
5730 m,
,
4,
,
4,
,
4"
Ahuachapán, VENDO CASA EN Atiquizaya,"SE VENDE CASA EN ATIQUIZAYA. Ubicada en Barrio San Juan Atiquizaya, Ahuachapán,Contiguo a Z gas.(A 75 METROS DEL INCAS)
Consta de Servicios básicos. Sala. Cocina. Comedor. Dos ...","
$65,000 ","
,
1086575 m,
,
2,
,
1"
San Salvador, En venta apt en torre 370 en San Benito.,"Penthouse en Torre 370 en venta o Alquiler.
175 metros.
Sala.
Comedor.
Baño social.
Cocina cerrada.
Área de servicio completa.
Tendedero.
Habitación principal con walking closet y ...","
$435,000 ","
,
175 m,
,
2,
,
2,
,
2"
San Salvador, CASA DE 2 NIVELES.,"Casa de 2 niveles en Venta, Colonia LA RABIDA – San Salvador. Inmueble bien ubicado en Zona de Plusvalía estable, cuenta con calles de acceso principales y secundarias en buen ...","
$350,000 ","
,
361 m,
,
7,
,
2,
,
7"
Santa Tecla, Alturas 9000,"Alturas 900 Calle Al Boquerón, Santa Tecla. Apartamentos de 2 y 3 habitaciones. 2 Niveles de estacionamientos, Siete Niveles de apartamentos. La Mejor Vista de Santa Tecla. Dos tipos ...","
$218,900 ","
,
77 m,
,
2,
,
2,
,
2"
San Salvador," Casa en venta en Colonia San Francisco, San Salvador #2155","Precio de venta: $740,000.00
Colonia San Francisco, San Salvador
ID #2155
Casa en Venta en Colonia San Francisco.Cuenta con 4 habitaciones, 3 baños,sala, cocina y 4 parqueos para ...","
$740,000 ","
,
609 m,
,
4,
,
4,
,
3"
Antiguo Cuscatlán," Casa en venta en Residencial Cumbres de Cuscatlán, Cumbres de Cuscatlán, Antiguo Cuscatlán #2153","Precio de venta: $650,000.00
Cumbres de Cuscatlán, Antiguo Cuscatlán
ID #2153
Casa ubicada en Residencial Cumbres de Cuscatlán. Esta impresionante casa de dos niveles, con sus 644 ...","
$650,000 ","
,
385 m,
,
3,
,
2,
,
4"
San Salvador, VENDO CASA EN SAN BENITO/ SAN SALVADOR/ EN LA MEJOR ZONA COMERCIAL,"VENDO CASA EN SAN BENITO/ SAN SALVADOR/ EN LA MEJOR ZONA COMERCIAL......................DESCRIPCIÓN:.................**1 planta **1,315 varas cuadradas **600 metros construidos **4 ...","
$970,000 ","
,
600 m,
,
4,
,
5,
,
4"
San Salvador, VENDO CASA EN COLONIA MAQUILISHUAT/ SAN SALVADOR / ZONA ESCUELA AMERICANA,"VENDO CASA EN COLONIA MAQUILISHUAT/ SAN SALVADOR / ZONA ESCUELA AMERICANA...................... DESCRIPCIÓN:................ **1 Planta **1,005 V2 **500 M2 de construcción **8 ...","
$875,000 ","
,
500 m,
,
8,
,
8,
,
8"
San Salvador, VENDO CASA EN COLONIA CENTROAMERICANA/ SAN SALVADOR,"VENDO CASA EN COLONIA CENTROAMERICANA/ SAN SALVADOR/ UBICADA SOBRE LA CALLE GABRIELA MISTRAL.....................APTA PARA: Negocio, Oficina, Hostal - Vivienda, Clínica, Pupilaje, ...","
$320,000 ","
,
237 m,
,
5,
,
3,
,
4"
Santa Tecla, Casa en Residencial Palmira,"Se vende casa en colonia privada Palmira.
Precio $1,350,00.00
-1615 vrs terreno
- 456 mts2 de construcción
- Cochera para 5 carros
- 4 dormitorios con baño
- Sala familiar con baño ...","
$1,350,000 ","
,
1350 m,
,
4,
,
4,
,
5"
Santa Tecla, VENDO APARTAMENTO EN ESCALÓN CON LINDA VISTA,"Se vende apartamento en Escalón
Area de 107.76m2
Nivel alto
Dos parqueos
3 habitaciones, principal con baño
Con línea blanca espejos de baños
Perfil de vidrio en los baños","
$278,000 ","
,
107 m,
,
3,
,
2,
,
2"
Santa Tecla, VENDO CASA EN CUMBRES DE LA ESMERALDA EN COMPLEJO PRIVADO,"Casa consta de 975 varas y 390 mts
Primera planta:
Cochera 3 vehículos
1 habitación grande abajo con su Baño completo
Vestíbulo
Sala.amplia, Comedor y cocina
Terraza amplia ...","
$640,000 ","
,
390 m,
,
5,
,
3,
,
3"
Santa Tecla, CONDOMINIO TORRE MAYA ULTIMOS APARTAMENTOS,"APARTAMENTOS 3 HABITACIONES
Área construida desde: 106.04 mt2 Con patio interno de 88.20 v2
Precio desde: $283,000.00
Cuota desde: $1,800.00
No incluye seguro
Ingresos familiares ...","
$283,000 ","
,
106 m,
,
3,
,
2,
,
2"
Santa Tecla, ALTURAS 900,"TU MEJOR OPCION PARA VIVIR EN SANTA TECLA
El Condominio consta de 11 niveles así:
8 niveles de apartamentos y 2 niveles de estacionamientos
Son 72 apartamentos
ubicados un una de las ...","
$218,295 ","
,
78 m,
,
2,
,
2,
,
2"
Chalatenango," En venta casa de Montaña en San Ignacio, Chalatenango.","En venta casa de Montaña en San Ignacio, Chalatenango.
Se vende a puerta cerrada, totalmente equipada.
SOBRE LA PROPIEDAD:
* Ubicada a 10 minutos del hotel Entrepinos y de la
* ...","
$550,000 ","
,
470 m,
,
3,
,
Más,
,
4"
San Salvador, En venta casa en parte alta de colonia Escalón con Vista.,"Venta de hermosa casa en parte alta Colonia Escalón.
7,400 varas de terreno.
431 mts de construcción.
Estacionamiento para mas de 10 vehículos.
Amplio vestíbulo.
4 habitaciones con ...","
$1,350,000 ","
,
500 m,
,
4,
,
8,
,
6"
San Salvador, Venta de casa en Los Planes de Renderos. En perfecto estado y con vistas espectaculares.,"Esta espectacular residencia de 3 niveles te ofrece un estilo colonial con finos acabados de madera y vistas panorámicas que te dejarán sin aliento. (No privado)
DIMENSIONES DEL ...","
$450,000 ","
,
412 m,
,
3,
,
3,
,
5"
San Salvador, VENTA APARTAMENTO PARTE ALTA ESCALÓN," Habitacion ppal con a/c, closet y baño
2 habitaciones con closet y baño compartido
Sala comedor
Cocina y área de servicio con línea blanca
Baño oficios
En primer nivel ...","
$230,000 ","
,
94 m,
,
3,
,
2,
,
3"
San Salvador, COL SAN MATEO AV LA FLORESTA CERCA DE ESTADIO CUSCATLAN Y LOS PROCERES,"*1ª planta
- Recepción / Cochera hasta 8 vehículos / Baño social
- Estudio / Sala / Comedor / Cocina / Área de tendedero
- Área de servicio completa / Despensa / Bodega
- Terraza ...","
$850,000 ","
,
562 m,
,
6,
,
8,
,
6"
La Libertad, Venta en planos Apartamentos de lujo Torres Arboré en Nuevo Cuscatlán ¡AGENDA UNA CITA HOY!,"El nuevo proyecto de apartamentos en la zona más exclusiva de Nuevo Cuscatlán con la más alta plusvalía del país.
Agenda una cita
¡Ven y conoce nuestro proyecto!
Nuevos ...","
$381,440 ","
,
178 m,
,
3,
,
2,
,
3"
La Libertad," ATENCIÓN apartamentos en pre venta en planos en Nuevo Cuscatlán, La Libertad","¡Vive una vida de altura !
Haciendo tus sueños realidad.
Echa un vistazo a estos nuevos apartamentos en la zona más exclusiva de Nuevo Cuscatlán
¡Te vas a enamorar!
Clima ...","
$280,805 ","
,
124 m,
,
3,
,
2,
,
3"
Santa Tecla, ALTURAS 900,"TU MEJOR OPCION PARA VIVIR EN SANTA TECLA
El Condominio consta de 11 niveles así:
8 niveles de apartamentos y 2 niveles de estacionamientos
Son 72 apartamentos
ubicados un una de las ...","
$218,295 ","
,
78 m,
,
2,
,
2,
,
2"
Santa Tecla, ALTURAS 900,"TU MEJOR OPCION PARA VIVIR EN SANTA TECLA
El Condominio consta de 11 niveles así:
8 niveles de apartamentos y 2 niveles de estacionamientos
Son 72 apartamentos
ubicados un una de las ...","
$218,295 ","
,
78 m,
,
2,
,
2,
,
2"
La Libertad, ¡ATENCIÓN!PROYECTO NUEVO/ TORRES ÁMBAR/NUEVO CUSCATLÁN,"AHORA ES EL MOMENTO QUE ESPERABAS, APROVECHA E INVIERTE EN ESTE NUEVO PROYECTO ""TORRES ÁMBAR "" en PORTALES DEL BOSQUE/NUEVO CUSCATLÁN/LA LIBERTAD............... Torres Ámbar - El ...","
$160,000 ","
,
1,
,
2,
,
1"
Santa Tecla, Venta casa colonia Utila,"EN VENTA EN COLONIA UTILA.
Casa de 2 niveles.
No Privado.
Sobre calle principal.
849.91 V2 de terreno.
594 Mts2 de construcción
Primer piso:
Cochera techada para ...","
$775,000 ","
,
594 m,
,
3,
,
4,
,
4"
San Salvador," Casa en venta en Volcán de San Salvador, Escalon Norte, San Salvador #2081","Precio de venta: $435,000.00
Ubicado en Escalon Norte, San Salvador
( 19 m² totales)
#2081
Casa en Venta en el Volcan de San Salvador . Cuenta con 3 habitaciones,la principal con ...","
$435,000 ","
,
19 m,
,
3,
,
5,
,
2"
Santa Tecla," Casa en venta en Residencial Los Sueños, Carretera al Puerto, Nuevo Cuscatlán #2083","Precio de venta: $1,200,000.00
Ubicado en Carretera al Puerto, Nuevo Cuscatlán
( 650 m² totales)
#2083
Casa en Venta en Residencial Los Sueaños. Cuenta con 5habitaciones, 5 ...","
$1,200,000 ","
,
650 m,
,
5,
,
4,
,
5"
Antiguo Cuscatlán, Casa en venta Residencial Cumbres de Cuscatlan #2086,"Precio de venta: $2,300,000.00
Ubicado en Cumbres de Cuscatlán, Santa Elena, Antiguo Cuscatlán ( 2026 m² totales)
#2086
2 Casas en alquiler y venta en Residencial Cumbres de ...","
$2,300,000 ","
,
2026 m,
,
3,
,
8,
,
3"
San Salvador, En venta casa en Villas de Miramonte.,"Residencial Villas de Miramonte.
Metros de construcción: 206.38 M2.
Segundo 87.47 mts de construcción.
Primer 118.91 mtrs de construcción.
Varas 229.
Frente 7 mts.
1er ...","
$215,000 ","
,
206 m,
,
3,
,
2,
,
4"
Santa Tecla, CONDOMINIO ALTURAS 900,"TU MEJOR OPCION PARA VIVIR EN SANTA TECLA
El Condominio consta de 11 niveles así:
8 niveles de apartamentos y 2 niveles de estacionamientos
Son 72 apartamentos
ubicados un una de las ...","
$218,295 ","
,
80 m,
,
3,
,
2,
,
2"
La Libertad, Alturas del Bosque - Torre 3,"Un complejo residencial de 3 torres de apartamentos con un diseño arquitectónico moderno immerso en la naturaleza. Ubicadas en el punto más alto del complejo, se vuelven la cúspide ...","
$289,354 ","
,
105 m,
,
2,
,
2"
Santa Tecla, VENDO RESIDENCIA MODERNA A ESTRENAR EN RESIDENCIAL LOS SUEÑOS/ NUEVO CUSCATLÁN,VENDO RESIDENCIA MODERNA A ESTRENAR EN RESIDENCIAL LOS SUEÑOS/ NUEVO CUSCATLÁN........................ 1 etapa **Zona del parque **2 plantas **4 habitaciones c/u con baño ( 3 ...,"
$695,000 ","
,
400 m,
,
4,
,
3,
,
4"
Santa Tecla, Venta amplia casa de una planta Res. Las Piletas,"CASA VENTA EN LAS PILETAS
2012 v2 Terreno
550 mt de Construccion
Linda casa con detalles en madera, rodeada de jardín.
Una sola planta, con desniveles.
Vestíbulo ...","
$890,000 ","
,
550 m,
,
4,
,
10,
,
5"
Antiguo Cuscatlán, Casa en venta en Cumbres de Cuscatlán #2062,"Precio de alquiler: $4300
Ubicado en Santa Elena, Antiguo Cuscatlán ( 535 m² totales)
#2062
Casa en Alquiler en Cumbres de Cuscatlán. Cuenta con 5 habitaciones, 4 baños , sala, ...","
$875,000 ","
,
535 m,
,
5,
,
4,
,
4"
Antiguo Cuscatlán," Apartamento en venta en Park Tower, Nuevo Cuscatlán #2055","Precio de alquiler: $335,000.00
Ubicado en Nuevo Cuscatlán ( 124 m² totales)
#2055
Apartamento en Venta en Park Tower,Nuevo Cusctalan, cuenta con 3 habitaciones, 2 baños,area de ...","
$335,000 ","
,
124 m,
,
3,
,
2,
,
2"
La Libertad," Casa en venta en Residencial Via del Mar, Nuevo Cuscatlán #2052","Precio de alquiler: $620,000.00
Ubicado en Nuevo Cuscatlán ( 439 m² totales)
#2052
Casa en Venta en Vía del Mar, Nuevo Cuscatlán cuenta con 438.49 m2, 3 habitaciones, la ...","
$620,000 ","
,
439 m,
,
3,
,
4,
,
3"
Usulután," S/V casa de 2 niveles en Berlín Usulután, CLIMA FRESCO!, sobre calle principal","Se vende casa de 2 niveles, sobre calle principal, entrada a Berlín, a la par de la Cruz Roja
Ideal para negocio o vivienda
mide 10 mts de Ancho x 40 mts de largo
Posee:
5 ...","
$260,000 ","
,
397 m,
,
5,
,
2,
,
2"
La Libertad," Venta de apartamentos en Torre Ambar, Nuevo Cuscatlán.",Los apartamentos ÁMBAR están ubicados en Nuevo Cuscatlan contiguo al Complejo Urbanístico integral de Portales del Bosque a 750m desde carretera a Nuevo Cuscatlán. las torres Ámbar ...,"
$170,000 ","
,
60 m,
,
2,
,
2,
,
2"
Ahuachapán," APANECA. ÚLTIMOS 2 TERRENOS Y 2 CASAS. EXCLUSIVO RESIDENICIAL, PLANOS","Si usted desea vivir sus días de retiro o sus fines de semana en un lugar donde pueda disfrutar cada día del contacto con la naturaleza y de respirar aire puro, dentro de un exclusivo ...","
$96,579 ","
,
500 m"
Santa Ana, Casa en venta en Urbanización Arizona II V1002,"Planta de arriba:
2 habitaciones con dos camas cada una, ambas habitaciones cuentan con TV, baño compartido con agua caliente, amplios closets y aire acondicionado.
1 habitación ...","
$354,600 ","
,
147 m,
,
3,
,
2,
,
3"
San Salvador," EN VENTA PROPIEDAD DE 1,619.66 V2 EN COLONIA LA MASCOTA","Propiedad con gran potencial. Cuenta con excelente ubicación, fácil acceso siendo ideal para: torres de apartamentos, centros corporativos, clínicas medicas, oficinas, despachos ...","
$980,000 ","
,
525 m,
,
5,
,
8,
,
3"
Antiguo Cuscatlán, TORRE MAYA ULTIMOS APARTAMENTOS,"APARTAMENTOS 3 HABITACIONES
Área construida desde:
106.04 mt2 Con patio interno de 88.20 v2
Precio desde: $283,000.00
Cuota desde: $1,800.00
No incluye seguro
Ingresos familiares ...","
$283,000 ","
,
106 m,
,
3,
,
2,
,
2"
San Salvador, Apartamento San Benito Puerta del Alma en Venta,"Espectacular Apartamento en el corazón de Distrito El Espino , pet friendly , cercano a centros comerciales .
El apartamento consta de :
•Sala comedor
•Cocina tipo americana
•2 ...","
$390,000 ","
,
107 m,
,
2,
,
2,
,
3"
Santa Ana, VENTA CASA ZONA PARQUE COLOM SANTA ANA,CODIGO 358C - Casa ubicada al final de la 9 calle poniente en área del parque colon. Con medidas de 11 metros de ancho por 13 metros de largo terminando adentro con 4.20 metros. Tiene ...,"
$80,000 ","
,
145 m,
,
2,
,
1,
,
1"
San Salvador," La Castellana, apto en venta.","APTO EN VENTA EN LA CASTELLANA.
Apartamento en venta amueblado.
3 cuartos.
3 baños completos.
Sala.
Comedor.
Terraza.
Area de lavandería.
Cuarto de servicio con baño.
1 parqueo bajo ...","
$420,000 ","
,
166 m,
,
3,
,
2,
,
3"
La Paz, SE VENDE CASA GRANDE DE 2 PLANTAS | UBICADA EN SAN PEDRO MASAHUAT,"Se vende casa grande de 2 plantas | Ubicada en San Pedro Masahuat.
Dirección:
Barrio Concepción, calle la Joya, casa No. 2, frente escuela de educación parvularia ""Cleotilde ...","
$90,000 ","
,
215 m,
,
4,
,
2,
,
2"
San Salvador," VENTA CASA PORTALES SAN BENITO $2,000,000.00 NEG","Venta Casa Portales San Benito $2,150,000.00 Neg
1800V2 / 600M2
Primer Nivel
3 habitaciones cu con baño, Area de Servicio, Sala, Comedor, Terraza, Jardín
Cochera Techada 3 ...","
$2,000,000 ","
,
600 m,
,
4,
,
6,
,
4"
Santa Ana, VENDO HERMOSA CASA EN EL LAGO DE COATEPEQUE / TODO NUEVO,"VENDO HERMOSA CASA EN EL LAGO DE COATEPEQUE / TODO NUEVO.............. DESCRIPCIÓN: **5,000 Varas **400 m de construcción **Casa guardián **Muro ambos lados **Parqueo p/ 25 carros ...","
$1,300,000 ","
,
400 m,
,
5,
,
Más,
,
4"
Antiguo Cuscatlán, TORRE MAYA,"Condominio consta con 11 niveles de los cuales 8 niveles de apartamentos 2 niveles de estacionamientos
Con 72 apartamentos
ubicados un una de las mejores zonas en la Colonia Escalón ...","
$283,000 ","
,
106 m,
,
3,
,
2,
,
2"
San Salvador, Venta de penthouse en Colonia Escalón V1004,"Venta de Penthouse de 200 M2 de construcción disponible. Agenda visita, oferta y compra en Propi.
Precio de venta: $475,000.00
Ubicado en Colonia Escalón, San Salvador
V1004
¡Viva ...","
$475,000 ","
,
200 m,
,
3,
,
2,
,
5"
Apopa, CASA PRECIOSA. BIEN CUIDADA VENDO,"Preciosa casa, muy bien cuidada, totalmente construida. Área de jardín al frente la cual puede modificarse para cochera. Sala de espera. Amplio espacio para cocina y comedor, 2 ...","
$38,000 ","
,
1 m,
,
2,
,
1,
,
1"
Antiguo Cuscatlán, TORRE MAYA,"Condominio consta con 11 niveles de los cuales 8 niveles de apartamentos 2 niveles de estacionamientos
Con 72 apartamentos
ubicados un una de las mejores zonas en la Colonia Escalón ...","
$283,000 ","
,
106 m,
,
3,
,
2,
,
2"
Tonacatepeque, Se vende casa negociable de contado sin intermediarios,"2 habitaciones, sala comedor, área para cocina, área de servicio y baño separado. Frente a parqueo comunitario. Buena ubicación. Escribir al WhatsApp","
$20,000 ","
,
50 m,
,
2,
,
1"
Ahuachapán, CASA VENTA AHUACHAPÁN PARA INVERSIÓN,"Ubicada en el centro, ideal para inversión inmobiliaria.
Casa de 2 niveles
2,296.63 v2
731.47m2
Cercana a: plaza central, unidad de salud, escuelas y bancos.
Excelentes acabados de ...","
$725,000 ","
,
731 m,
,
8,
,
5,
,
10"
San Salvador, VENTA DE CASA COLONIA ESCALON,"VENTA CASA EN ESCALÓN
Área de 1.556.31 varas
Atrás de residencial Mónaco
A 3 cuadras de Juan Pablo II, entrada frente a vistas de la Escalón
Cochera techada para 4 vehículos
3 ...","
$360,000 ","
,
1087 m,
,
4,
,
6,
,
3"
Sonsonate, VENDO PRECIOSA CASA DE DOS PLANTAS EN ARMENIA,"VENDO PRECIOSA CASA DE DOS PLANTAS EN ARMENIA
160 MTS² DE TERRENO
230 V² DE TERRENO
PRIMER NIVEL
-1 CUARTO CON BAÑO
-2 SALAS
-PATIO TRASERO
-COMEDOR
-COCINA
-GARAGE PARA DOS ...","
$195,000 ","
,
160 m,
,
4,
,
2,
,
3"
La Libertad, Preciosísima Residencia en Quintas de Santa Elena,invierta en una excelente propiedad en uno de los más exclusivos Residenciales privados del país. En Nuevo Cuscatlan como dice el presi La nueva Ciudad.El nuevo desarrollo del país ...,"
$1,450,000 ","
,
580 m,
,
5,
,
7,
,
4"
